,_id,product,material,details,media,specifications,packagingDetails,documents
10,MDPMPHMCECO2,"{'productId': 'Z05-PF08011', 'details': {'longDescription': '<ul><li> Professional tools for high-level cleaning</li><li> Convenient EVS mobile workstations designed for healthcare</li><li> Stands up to disinfectants, power washing and even autoclaving</li><li> Quiet and clean, helping to enhance the patient experience</li></ul>', 'displayName': 'MIYO Housekeeping Carts', 'url': '/product/MIYO-Housekeeping-Carts/Janitorial-Carts/Z05-PF08011', 'manufacturer': 'Various Manufacturers / Suppliers'}}",MPHMCECO2,"{'isLatexFree': True, 'mfrProdNum': 'ECO2', 'salesUOM': 'EA', 'displayName': 'Healthcare Housekeeping Cart, Economy, Short Base', 'packagingStringLong': '1 Each / Each', 'hcpcsCode': 'NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS', 'url': '/sku/item/MDPMPHMCECO2', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'MEDLINE', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/MPH/MPHMCECO2_PRI01.JPG'}, {'type': 'video', 'url': 'https://www.medline.comhttp://player.vimeo.com/video/85485396'}, {'type': 'video', 'url': 'https://www.medline.comhttp://player.vimeo.com/video/85485397'}]","[{'name': 'Cart Type', 'value': ['Housekeeping Cart']}, {'name': 'Casters', 'value': ['Yes']}, {'name': 'Cover Included', 'value': ['Yes']}, {'name': 'Equipment Type', 'value': ['Cart']}, {'name': 'Foot Pedal', 'value': ['No']}, {'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42192404']}, {'name': 'Unit Compatibility', 'value': ['MIYO Housekeeping Carts']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 40, 'casePack': '1 Each / Each', 'volume': 9.042, 'grossWeight': 100, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 48, 'gtinAndUpc': '10888277172746', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 30}]","[{'name': 'LIT496_CAT_Acute Capital Reference G.pdf', 'type': 'marketing', 'url': 'https://www.medline.com/media/catalog/Docs/MKT/LIT496_CAT_Acute Capital Reference G.pdf'}, {'name': 'LIT740R_CAT_EVS Cleaning Products_19.pdf', 'type': 'marketing', 'url': 'https://www.medline.com/media/catalog/Docs/MKT/LIT740R_CAT_EVS Cleaning Products_19.pdf'}]"
11,MDPMPHMCDISC1,"{'productId': 'Z05-PF08011', 'details': {'longDescription': '<ul><li> Professional tools for high-level cleaning</li><li> Convenient EVS mobile workstations designed for healthcare</li><li> Stands up to disinfectants, power washing and even autoclaving</li><li> Quiet and clean, helping to enhance the patient experience</li></ul>', 'displayName': 'MIYO Housekeeping Carts', 'url': '/product/MIYO-Housekeeping-Carts/Janitorial-Carts/Z05-PF08011', 'manufacturer': 'Various Manufacturers / Suppliers'}}",MPHMCDISC1,"{'isLatexFree': True, 'mfrProdNum': 'DISC1', 'salesUOM': 'EA', 'displayName': 'Discharge Healthcare Housekeeping Cart, Large Base', 'packagingStringLong': '1 Each / Each', 'hcpcsCode': 'NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS', 'url': '/sku/item/MDPMPHMCDISC1', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'MEDLINE', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/MPH/MPHMCDISC1_PRI01.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/MPH/MPHMCDISC1_HRE01.JPG'}, {'type': 'video', 'url': 'https://www.medline.comhttp://player.vimeo.com/video/85485396'}, {'type': 'video', 'url': 'https://www.medline.comhttp://player.vimeo.com/video/85485397'}]","[{'name': 'Cart Type', 'value': ['Housekeeping Cart']}, {'name': 'Casters', 'value': ['Yes']}, {'name': 'Cover Included', 'value': ['Yes']}, {'name': 'Equipment Type', 'value': ['Cart']}, {'name': 'Foot Pedal', 'value': ['Yes']}, {'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42192404']}, {'name': 'Unit Compatibility', 'value': ['MIYO Housekeeping Carts']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 40, 'casePack': '1 Each / Each', 'volume': 37.037, 'grossWeight': 65, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 40, 'gtinAndUpc': '10884389172742', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 40}]",
12,MDPMSCMG02Z,"{'productId': 'Z05-PF19559', 'details': {'longDescription': '<ul><li> Contoured design provides extra protection just where a man needs it; feature a soft breathable back sheet for comfort and discretion</li><li> The super absorbent core with fast acquisition layer provides optimal dryness and protection</li><li> Full-length adhesive holds guard securely inside underwear</li><li> For light to moderate urinary incontinence</li><li> Individually wrapped for convenience</li><li> <a href=""https://www.medline.com/product/FitRight-Active-Male-Guards/Bladder-Control-Pads/Z05-PF19559?question=FitRight+Active+Guards+f or+Men&amp;index=P1&amp;indexCount=1#mrkMore"" target=""_blank""> Learn more about FitRight Active Male Guards</a></li></ul>', 'displayName': 'FitRight Active Guards for Men', 'url': '/product/FitRight-Active-Guards-for-Men/Bladder-Control-Pads/Z05-PF19559', 'manufacturer': 'MEDLINE'}}",MSCMG02Z,"{'isLatexFree': True, 'mfrProdNum': 'MSCMG02Z', 'salesUOM': 'BG', 'displayName': 'FitRight Active Guards for Men Incontinence Liners, 6"" x 11""', 'packagingStringLong': '52 Each / 1 box / Bag', 'hcpcsCode': 'NOT COVERED BY MEDICARE - CHECK REIMBURSEMENT WITH MEDICAID', 'url': '/sku/item/MDPMSCMG02Z', 'baseUOM': 'EA', 'deliveryUOM': 'BG', 'manufacturer': 'MEDLINE', 'packagingStringShort': '52/BG'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/MSC/MSCMG02Z_PRI09.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/MSC/MSCMG02Z_HRE06.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/MSC/MSCMG02Z_HRE08.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/MSC/MSCMG02Z_HRE09.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/MSC/MSCMG02Z_HRE11.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/MSC/MSCMG02Z_HRE12.JPG'}]","[{'name': 'Absorbency', 'value': ['3 of 10']}, {'name': 'Absorbency Level', 'value': ['3 of 10']}, {'name': 'Adhesive Strip', 'value': ['Yes']}, {'name': 'Bag Appearance', 'value': ['Printed']}, {'name': 'Consumer Packaged Goods', 'value': ['Incontinence']}, {'name': 'Latex Free', 'value': ['Yes']}, {'name': 'Reusable or Disposable', 'value': ['Disposable']}, {'name': 'Size Dimensions', 'value': ['6"" X 11""']}, {'name': 'UNSPSC', 'value': ['53131639']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 2.006, 'casePack': '52 Each / Bag', 'volume': 0.005, 'grossWeight': 0.05, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 2.006, 'gtinAndUpc': '10884389160770', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 2.006}, {'baseUomDesc': 'Each', 'uomDesc': 'Bag', 'length': 15.8, 'casePack': '', 'volume': 0.315, 'grossWeight': 2.55, 'netWeight': 0, 'uom': 'BG', 'salesUom': True, 'width': 7.5, 'gtinAndUpc': '884389160773', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 52, 'height': 4.6}, {'baseUomDesc': 'Each', 'uomDesc': 'box', 'length': 15.8, 'casePack': '1 box / Bag', 'volume': 0.315, 'grossWeight': 2.55, 'netWeight': 0, 'uom': 'BX', 'salesUom': False, 'width': 7.5, 'gtinAndUpc': '884389160773', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 52, 'height': 4.6}, {'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 18.2, 'casePack': '1 Bag / Bag', 'volume': 1.3820000000000001, 'grossWeight': 11.5, 'netWeight': 0, 'uom': 'CS', 'salesUom': False, 'width': 16.2, 'gtinAndUpc': '40884389160771', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 208, 'height': 8.1}]",
13,MDPRUB9T73BLA,"{'productId': 'Z05-PF00954', 'details': {'longDescription': ""<ul> <li>Rubbermaid® Cleaning Carts hold all your housekeeping supplies. </li> <li>Cleaning/janitor cart neatly holds tools, handled equipment, adustpan, broom, two floor signs and there's even a holder for a mop handle.</li> <li>Sturdy construction to withstand tough daily use, with a built-in bumper to protect walls and furniture. </li> <li>Resists corrosion from harsh cleaning chemicals. </li> <li>The High-Capacity Cleaning/Janitor Cart has 5 cubic feet of storage space. </li> <li>Other features include a Lock 'N Go bucket attachment, 4 rubber tool holders in front and one in back, and two removable 10 qt 6-bottle caddies. </li> <li>Made of aluminum/plastic.</li> </ul>"", 'displayName': 'Plastic Cleaning Carts', 'url': '/product/Plastic-Cleaning-Carts/Janitorial-Carts/Z05-PF00954', 'manufacturer': 'RUBBERMAID'}}",RUB9T73BLA,"{'isLatexFree': True, 'mfrProdNum': 'FG9T7300 BLA', 'salesUOM': 'EA', 'displayName': 'Microfiber Folding Cleaning Cart, 44"" x 48.25"" x 22""', 'packagingStringLong': '1 Each / Each', 'hcpcsCode': 'NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS', 'url': '/sku/item/MDPRUB9T73BLA', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'RUBBERMAID', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/RUB/RUB9T73BLA_PRI01.JPG'}]","[{'name': 'Cart Type', 'value': ['Cleaning Cart']}, {'name': 'Height Inches', 'value': ['44 ""']}, {'name': 'Latex Free', 'value': ['Yes']}, {'name': 'Length Inches', 'value': ['48.25""']}, {'name': 'Material', 'value': ['Plastic']}, {'name': 'UNSPSC', 'value': ['47121502']}, {'name': 'Width Inches', 'value': ['22 ""']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 48.25, 'casePack': '1 Each / Each', 'volume': 27.029, 'grossWeight': 53, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 22, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 44}]",
14,MDPCFU12M1025U,"{'productId': 'Z05-PF57002', 'details': {'longDescription': '<ul><li> Permanent barrier separates nasal prongs for simultaneous O2 inhalation and end-tidal gas sampling </li><li> Can deliver O2 to one nostril while sampling CO2 from the other for more accurate ETCO2 readings</li><li> Crush-resistant tubing prevents occlusion and kinking</li><li> Clear to allow unobstructed observation</li><li> Soft for patient comfort</li></ul>', 'displayName': 'Vyaire AirLife ETCO2 Sampling Cannulas', 'url': '/product/Vyaire-AirLife-ETCO2-Sampling-Cannulas/Cannulas-Tubing/Z05-PF57002', 'manufacturer': 'VYAIRE MEDICAL, INC.'}}",CFU12M1025U,"{'isLatexFree': True, 'mfrProdNum': '2812M10-25U', 'salesUOM': 'CS', 'displayName': ""Etco Adult Male Cannula, 210', 25/Case"", 'packagingStringLong': '25 Each / Case', 'url': '/sku/item/MDPCFU12M1025U', 'baseUOM': 'EA', 'deliveryUOM': 'CS', 'manufacturer': 'VYAIRE MEDICAL, INC.', 'packagingStringShort': '25/CS'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/spc/300x300/CFU12M1025U.jpg'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42271709']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 0.001, 'casePack': '25 Each / Case', 'volume': 0, 'grossWeight': 0.214, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 0.001, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 0.001}, {'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 15.8, 'casePack': '', 'volume': 0.707, 'grossWeight': 5.35, 'netWeight': 0, 'uom': 'CS', 'salesUom': True, 'width': 6.9, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 25, 'height': 11.2}]",
15,MDPMSCMG02,"{'productId': 'Z05-PF19559', 'details': {'longDescription': '<ul><li> Contoured design provides extra protection just where a man needs it; feature a soft breathable back sheet for comfort and discretion</li><li> The super absorbent core with fast acquisition layer provides optimal dryness and protection</li><li> Full-length adhesive holds guard securely inside underwear</li><li> For light to moderate urinary incontinence</li><li> Individually wrapped for convenience</li><li> <a href=""https://www.medline.com/product/FitRight-Active-Male-Guards/Bladder-Control-Pads/Z05-PF19559?question=FitRight+Active+Guards+f or+Men&amp;index=P1&amp;indexCount=1#mrkMore"" target=""_blank""> Learn more about FitRight Active Male Guards</a></li></ul>', 'displayName': 'FitRight Active Guards for Men', 'url': '/product/FitRight-Active-Guards-for-Men/Bladder-Control-Pads/Z05-PF19559', 'manufacturer': 'MEDLINE'}}",MSCMG02,"{'isLatexFree': True, 'mfrProdNum': 'MSCMG02', 'salesUOM': 'CS', 'displayName': 'FitRight Active Guards for Men Incontinence Liners, 6"" x 11""', 'packagingStringLong': '208 Each / 4 Bag / 4 box / 4 Pack / 1 Carton / Case', 'hcpcsCode': 'NOT COVERED BY MEDICARE - CHECK REIMBURSEMENT WITH MEDICAID', 'url': '/sku/item/MDPMSCMG02', 'baseUOM': 'EA', 'deliveryUOM': 'CS', 'manufacturer': 'MEDLINE', 'packagingStringShort': '208/CS'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/MSC/MSCMG02_PRI08.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/MSC/MSCMG02_HRE08.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/MSC/MSCMG02_HRE12.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/MSC/MSCMG02_HRE13.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/MSC/MSCMG02_HRE16.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/MSC/MSCMG02_HRE17.JPG'}]","[{'name': 'Absorbency', 'value': ['3 of 10']}, {'name': 'Absorbency Level', 'value': ['3 of 10']}, {'name': 'Adhesive Strip', 'value': ['Yes']}, {'name': 'Bag Appearance', 'value': ['Printed']}, {'name': 'Consumer Packaged Goods', 'value': ['Incontinence']}, {'name': 'Latex Free', 'value': ['Yes']}, {'name': 'Reusable or Disposable', 'value': ['Disposable']}, {'name': 'Size Dimensions', 'value': ['6"" X 11""']}, {'name': 'UNSPSC', 'value': ['53131639']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 2.006, 'casePack': '208 Each / Case', 'volume': 0.005, 'grossWeight': 0.05, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 2.006, 'gtinAndUpc': '10884389160770', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 2.006}, {'baseUomDesc': 'Each', 'uomDesc': 'Bag', 'length': 0, 'casePack': '4 Bag / Case', 'volume': 0.398, 'grossWeight': 3.016, 'netWeight': 0, 'uom': 'BG', 'salesUom': False, 'width': 0, 'gtinAndUpc': '884389160773', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 52, 'height': 0}, {'baseUomDesc': 'Each', 'uomDesc': 'box', 'length': 0, 'casePack': '4 box / Case', 'volume': 0.398, 'grossWeight': 3.016, 'netWeight': 0, 'uom': 'BX', 'salesUom': False, 'width': 0, 'gtinAndUpc': '884389160773', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 52, 'height': 0}, {'baseUomDesc': 'Each', 'uomDesc': 'Pack', 'length': 0.001, 'casePack': '4 Pack / Case', 'volume': 0, 'grossWeight': 3.016, 'netWeight': 0, 'uom': 'PK', 'salesUom': False, 'width': 0.001, 'gtinAndUpc': '884389160773', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 52, 'height': 0.001}, {'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 18.2, 'casePack': '', 'volume': 1.3820000000000001, 'grossWeight': 11.5, 'netWeight': 0, 'uom': 'CS', 'salesUom': True, 'width': 16.2, 'gtinAndUpc': '40884389160771', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 208, 'height': 8.1}, {'baseUomDesc': 'Each', 'uomDesc': 'Carton', 'length': 18.2, 'casePack': '1 Carton / Case', 'volume': 1.3820000000000001, 'grossWeight': 11.5, 'netWeight': 0, 'uom': 'CT', 'salesUom': False, 'width': 16.2, 'gtinAndUpc': '40884389160771', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 208, 'height': 8.1}]","[{'name': 'LIT050_BRO_Disposable Incontinence_1.pdf', 'type': 'marketing', 'url': 'https://www.medline.com/media/catalog/Docs/MKT/LIT050_BRO_Disposable Incontinence_1.pdf'}]"
16,MDPMPHMCP190080,"{'productId': 'Z05-PF255289', 'details': {'longDescription': '<ul><li> Parts for foldable bag holder</li><li> Helps cleaning cart in working order</li></ul>', 'displayName': 'Alpha Foldable Bag Holders Parts', 'url': '/product/Alpha-Foldable-Bag-Holders-Parts/Janitorial-Carts/Z05-PF255289', 'manufacturer': 'FILMOP'}}",MPHMCP190080,"{'isLatexFree': True, 'mfrProdNum': 'I190080', 'salesUOM': 'EA', 'displayName': 'Foldable Bag Rod for Cart Foot Pedal, 4""', 'packagingStringLong': '1 Each / Each', 'url': '/sku/item/MDPMPHMCP190080', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'FILMOP', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/MPH/MPHMCP190080_PRI01.JPG'}]","[{'name': 'Caster Size', 'value': ['4 ""']}, {'name': 'Casters', 'value': ['Yes']}, {'name': 'Equipment Type', 'value': ['Cart Part']}, {'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['47121502']}, {'name': 'Unit Compatibility', 'value': ['MIYO Housekeeping Carts']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 40, 'casePack': '1 Each / Each', 'volume': 0.37, 'grossWeight': 2, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 4, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 4}]",
17,MDPHUN92021115,"{'productId': 'Z05-PF283793', 'details': {'displayName': 'EnCompass Modular Cleaning Station', 'url': '/product/EnCompass-Modular-Cleaning-Station/Janitorial-Carts/Z05-PF283793', 'manufacturer': 'ECOLAB'}}",HUN92021115,"{'isLatexFree': True, 'mfrProdNum': '92021115', 'salesUOM': 'EA', 'displayName': 'SET,CLEANING,STATION,SMALL', 'packagingStringLong': '1 Case / Each', 'url': '/sku/item/MDPHUN92021115', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'ECOLAB', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/spc/300x300/HUN92021115.jpg'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['47121501']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 0, 'casePack': '1 Case / Each', 'volume': 0, 'grossWeight': 0, 'netWeight': 0, 'uom': 'CS', 'salesUom': False, 'width': 0, 'gtinAndUpc': None, 'weightUom': None, 'volumeUom': None, 'conversion': 1, 'height': 0}, {'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 18.5, 'casePack': '', 'volume': 8.95, 'grossWeight': 10, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 20.9, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 40}]",
18,MDPRJHG9T7500BLA,"{'productId': 'Z05-PF195001', 'details': {'displayName': 'Executive High-Security Cleaning Carts', 'url': '/product/Executive-High-Security-Cleaning-Carts/Janitorial-Carts/Z05-PF195001', 'manufacturer': 'RUBBERMAID'}}",RJHG9T7500BLA,"{'isLatexFree': True, 'mfrProdNum': 'FG9T7500BLA', 'salesUOM': 'CS', 'displayName': 'High-Security Janitorial Cart, Black', 'packagingStringLong': '1 Each / Case', 'url': '/sku/item/MDPRJHG9T7500BLA', 'baseUOM': 'EA', 'deliveryUOM': 'CS', 'manufacturer': 'RUBBERMAID', 'packagingStringShort': '1/CS'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/spc/300x300/RJHG9T7500BLA.jpg'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['47121501']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 39, 'casePack': '', 'volume': 19.365, 'grossWeight': 70, 'netWeight': 0, 'uom': 'CS', 'salesUom': True, 'width': 33, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 26}, {'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 39, 'casePack': '1 Each / Case', 'volume': 19.365, 'grossWeight': 70, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 33, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 26}]",
19,MDPRJHFG9T7800BL,"{'productId': 'Z05-PF168341', 'details': {'longDescription': '.', 'displayName': 'Executive Janitorial Cleaning Carts', 'url': '/product/Executive-Janitorial-Cleaning-Carts/Janitorial-Carts/Z05-PF168341', 'manufacturer': 'RUBBERMAID'}}",RJHFG9T7800BL,"{'isLatexFree': True, 'mfrProdNum': 'FG9T7800BL', 'salesUOM': 'CS', 'displayName': 'CART,HOUSEKEEPING,HI CAP,EXECUTIVE,BLK', 'packagingStringLong': '1 Each / Case', 'url': '/sku/item/MDPRJHFG9T7800BL', 'baseUOM': 'EA', 'deliveryUOM': 'CS', 'manufacturer': 'RUBBERMAID', 'packagingStringShort': '1/CS'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/spc/300x300/RJHFG9T7800BL.jpg'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['47121500']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 39, 'casePack': '', 'volume': 14.625, 'grossWeight': 79, 'netWeight': 0, 'uom': 'CS', 'salesUom': True, 'width': 24, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 27}, {'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 0.001, 'casePack': '1 Each / Case', 'volume': 0, 'grossWeight': 79, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 0.001, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 0.001}]",
20,MDPMPHMC1TW1EQ,"{'productId': 'Z05-PF255293', 'details': {'longDescription': ""<ul><li> Quickly charge mops and/or cleaning cloths as needed</li><li> Set desired saturation amount for consistent saturation</li><li> Helps provide quick and easy cleaning and can be used for dry dusting</li><li> Refillable, sealed tanks don't waste chemicals and its easy to restock unused mops and cloths</li><li> Less weight to carry reduces worker strain</li></ul>"", 'displayName': 'EquoDose Charging System', 'url': '/product/EquoDose-Charging-System/Janitorial-Carts/Z05-PF255293', 'manufacturer': 'FILMOP'}}",MPHMC1TW1EQ,"{'isLatexFree': True, 'mfrProdNum': 'CUSTOM', 'salesUOM': 'EA', 'displayName': 'EquoDose Healthcare Cart with Microfiber Shelf, Short', 'packagingStringLong': '1 Each / Each', 'url': '/sku/item/MDPMPHMC1TW1EQ', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'FILMOP', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/MPH/MPHMC1TW1EQ_PRI01.JPG'}]","[{'name': 'Cart Type', 'value': ['Housekeeping Cart']}, {'name': 'Height Inches', 'value': ['48 ""']}, {'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['47121501']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 40, 'casePack': '1 Each / Each', 'volume': 32.222, 'grossWeight': 100, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 48, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 29}]",
21,MDPMPHMCOPEN3,"{'productId': 'Z05-PF08011', 'details': {'longDescription': '<ul><li> Professional tools for high-level cleaning</li><li> Convenient EVS mobile workstations designed for healthcare</li><li> Stands up to disinfectants, power washing and even autoclaving</li><li> Quiet and clean, helping to enhance the patient experience</li></ul>', 'displayName': 'MIYO Housekeeping Carts', 'url': '/product/MIYO-Housekeeping-Carts/Janitorial-Carts/Z05-PF08011', 'manufacturer': 'Various Manufacturers / Suppliers'}}",MPHMCOPEN3,"{'isLatexFree': True, 'mfrProdNum': 'MPHMCOPEN3', 'salesUOM': 'EA', 'displayName': 'Healthcare Housekeeping Cart, Small Base, Open, with Drawers', 'packagingStringLong': '1 Each / Each', 'url': '/sku/item/MDPMPHMCOPEN3', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'MEDLINE', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/MPH/MPHMCOPEN3_PRI01.JPG'}, {'type': 'video', 'url': 'https://www.medline.comhttp://player.vimeo.com/video/85485396'}, {'type': 'video', 'url': 'https://www.medline.comhttp://player.vimeo.com/video/85485397'}]","[{'name': 'Cart Type', 'value': ['Housekeeping Cart']}, {'name': 'Casters', 'value': ['Yes']}, {'name': 'Equipment Type', 'value': ['Cart']}, {'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42192404']}, {'name': 'Unit Compatibility', 'value': ['MIYO Housekeeping Carts']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 0.001, 'casePack': '1 Each / Each', 'volume': 0, 'grossWeight': 0.001, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 0.001, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 0.001}]","[{'name': 'LIT740R_CAT_EVS Cleaning Products_19.pdf', 'type': 'marketing', 'url': 'https://www.medline.com/media/catalog/Docs/MKT/LIT740R_CAT_EVS Cleaning Products_19.pdf'}]"
